employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
3180,39,Male,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Terraform, Linux, AWS with 2 years of experience.","Docker, Terraform, Linux, AWS","We are hiring a Cloud Engineer with experience in Azure, Linux, Docker. Candidate should have strong problem-solving skills.","Azure, Linux, Docker",2,574230,4,1,5,1,4,4,1,1,1,No,No Travel,Ahmedabad,No
3181,33,Female,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, REST API, NodeJS, React with 0 years of experience.","MongoDB, REST API, NodeJS, React","We are hiring a Full Stack Developer with experience in ExpressJS, NodeJS, React. Candidate should have strong problem-solving skills.","ExpressJS, NodeJS, React",0,313263,4,5,4,2,5,10,0,1,0,Yes,Rarely,Delhi,No
3182,36,Female,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, C++, Python, Java with 7 years of experience.","Git, C++, Python, Java","We are hiring a Software Engineer with experience in Python, Java, C++. Candidate should have strong problem-solving skills.","Python, Java, C++",7,932598,2,5,2,4,5,1,0,1,1,Yes,No Travel,Delhi,No
3183,27,Female,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, Angular, CSS, HTML with 4 years of experience.","React, Angular, CSS, HTML","We are hiring a Frontend Developer with experience in Bootstrap, React, JavaScript. Candidate should have strong problem-solving skills.","Bootstrap, React, JavaScript",4,678801,2,5,2,4,1,3,0,1,1,No,No Travel,Hyderabad,No
3184,30,Female,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in C++, Python, Java, SQL with 5 years of experience.","C++, Python, Java, SQL","We are hiring a Software Engineer with experience in C++, Java, SQL. Candidate should have strong problem-solving skills.","C++, Java, SQL",5,798659,1,3,4,3,1,5,4,0,4,Yes,Rarely,Pune,No
3185,23,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, Linux, Kubernetes, Docker with 11 years of experience.","CI/CD, Linux, Kubernetes, Docker","We are hiring a DevOps Engineer with experience in Kubernetes, CI/CD, AWS. Candidate should have strong problem-solving skills.","Kubernetes, CI/CD, AWS",11,1322045,1,4,2,5,2,5,6,6,4,No,Rarely,Ahmedabad,No
3186,32,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, SQL, Python, NumPy with 4 years of experience.","Pandas, SQL, Python, NumPy","We are hiring a Data Scientist with experience in Machine Learning, TensorFlow, Pandas. Candidate should have strong problem-solving skills.","Machine Learning, TensorFlow, Pandas",4,672487,2,2,5,4,3,5,5,5,4,No,Frequently,Pune,No
3187,31,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Docker, REST API, MongoDB, Flask with 10 years of experience.","Docker, REST API, MongoDB, Flask","We are hiring a Backend Developer with experience in Docker, Django, MongoDB. Candidate should have strong problem-solving skills.","Docker, Django, MongoDB",10,1258196,1,2,2,2,5,1,9,6,7,Yes,Rarely,Pune,Yes
3188,35,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, Azure, Docker, AWS with 8 years of experience.","Linux, Azure, Docker, AWS","We are hiring a Cloud Engineer with experience in Azure, Docker, AWS. Candidate should have strong problem-solving skills.","Azure, Docker, AWS",8,1004348,2,4,4,5,1,7,7,7,3,No,Rarely,Hyderabad,No
3189,44,Male,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, Machine Learning, Python, NumPy with 0 years of experience.","Pandas, Machine Learning, Python, NumPy","We are hiring a Data Scientist with experience in Pandas, Python, NumPy. Candidate should have strong problem-solving skills.","Pandas, Python, NumPy",0,344234,3,4,4,2,2,0,0,1,1,Yes,No Travel,Bangalore,No
3190,26,Male,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, Machine Learning, TensorFlow, Python with 1 years of experience.","SQL, Machine Learning, TensorFlow, Python","We are hiring a Data Scientist with experience in TensorFlow, SQL, Python. Candidate should have strong problem-solving skills.","TensorFlow, SQL, Python",1,430480,5,3,5,3,1,10,1,1,0,Yes,Rarely,Hyderabad,No
3191,44,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, TensorFlow, Deep Learning, AWS with 1 years of experience.","Python, TensorFlow, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in PyTorch, TensorFlow, Deep Learning. Candidate should have strong problem-solving skills.","PyTorch, TensorFlow, Deep Learning",1,429705,5,1,4,1,5,4,2,0,0,Yes,Rarely,Ahmedabad,No
3192,44,Female,M.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in MongoDB, Django, Docker, Python with 7 years of experience.","MongoDB, Django, Docker, Python","We are hiring a Backend Developer with experience in Django, Docker, Python. Candidate should have strong problem-solving skills.","Django, Docker, Python",7,1044527,5,1,4,3,1,5,6,1,1,No,Rarely,Mumbai,No
3193,28,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in MongoDB, Django, Docker, REST API with 1 years of experience.","MongoDB, Django, Docker, REST API","We are hiring a Backend Developer with experience in Flask, Docker, REST API. Candidate should have strong problem-solving skills.","Flask, Docker, REST API",1,467944,3,1,5,3,5,1,1,1,0,Yes,No Travel,Mumbai,Yes
3194,29,Male,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, C++, Git with 1 years of experience.","Java, Python, C++, Git","We are hiring a Software Engineer with experience in Git, SQL, Python. Candidate should have strong problem-solving skills.","Git, SQL, Python",1,495162,4,2,4,3,2,0,2,1,1,Yes,Rarely,Ahmedabad,Yes
3195,32,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, CI/CD, Kubernetes, AWS with 3 years of experience.","Linux, CI/CD, Kubernetes, AWS","We are hiring a DevOps Engineer with experience in Kubernetes, Docker, AWS. Candidate should have strong problem-solving skills.","Kubernetes, Docker, AWS",3,645150,5,4,4,1,1,4,0,1,1,Yes,Rarely,Bangalore,No
3196,33,Male,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Docker, AWS, CI/CD with 3 years of experience.","Linux, Docker, AWS, CI/CD","We are hiring a DevOps Engineer with experience in Linux, Docker, AWS. Candidate should have strong problem-solving skills.","Linux, Docker, AWS",3,679257,5,5,3,2,1,1,0,1,1,No,Rarely,Hyderabad,No
3197,43,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Java, C++, SQL with 5 years of experience.","Python, Java, C++, SQL","We are hiring a Software Engineer with experience in SQL, C++, Java. Candidate should have strong problem-solving skills.","SQL, C++, Java",5,795652,2,1,5,1,4,6,3,3,2,No,Frequently,Bangalore,No
3198,25,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Docker, AWS, Azure with 3 years of experience.","Terraform, Docker, AWS, Azure","We are hiring a Cloud Engineer with experience in Linux, Azure, Terraform. Candidate should have strong problem-solving skills.","Linux, Azure, Terraform",3,637085,4,1,5,1,5,5,2,2,2,Yes,No Travel,Ahmedabad,No
3199,44,Female,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, AWS, Kubernetes, Linux with 2 years of experience.","Docker, AWS, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in Linux, CI/CD, Docker. Candidate should have strong problem-solving skills.","Linux, CI/CD, Docker",2,533031,2,5,2,4,1,0,2,1,0,No,Frequently,Ahmedabad,Yes
3200,40,Male,M.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, React, HTML, CSS with 10 years of experience.","JavaScript, React, HTML, CSS","We are hiring a Frontend Developer with experience in Bootstrap, CSS, React. Candidate should have strong problem-solving skills.","Bootstrap, CSS, React",10,1292986,5,5,2,5,1,6,3,1,1,Yes,Rarely,Bangalore,No
3201,28,Male,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, AWS, Docker with 9 years of experience.","Linux, Kubernetes, AWS, Docker","We are hiring a DevOps Engineer with experience in Linux, CI/CD, Docker. Candidate should have strong problem-solving skills.","Linux, CI/CD, Docker",9,1147499,4,2,4,4,5,5,1,1,1,No,Frequently,Pune,Yes
3202,24,Female,M.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, CSS, Angular, Bootstrap with 7 years of experience.","JavaScript, CSS, Angular, Bootstrap","We are hiring a Frontend Developer with experience in JavaScript, React, Angular. Candidate should have strong problem-solving skills.","JavaScript, React, Angular",7,929847,3,1,2,1,3,3,6,6,6,Yes,Rarely,Ahmedabad,No
3203,34,Male,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, Python, Pandas, SQL with 11 years of experience.","Machine Learning, Python, Pandas, SQL","We are hiring a Data Scientist with experience in NumPy, Machine Learning, SQL. Candidate should have strong problem-solving skills.","NumPy, Machine Learning, SQL",11,1320091,3,5,1,2,5,0,4,1,3,No,No Travel,Pune,No
3204,39,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Python, Flask, MongoDB with 5 years of experience.","REST API, Python, Flask, MongoDB","We are hiring a Backend Developer with experience in MongoDB, Python, REST API. Candidate should have strong problem-solving skills.","MongoDB, Python, REST API",5,769377,3,5,4,4,2,9,2,1,2,No,Frequently,Hyderabad,No
3205,34,Female,B.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, Docker, Terraform, Azure with 7 years of experience.","Linux, Docker, Terraform, Azure","We are hiring a Cloud Engineer with experience in AWS, Linux, Terraform. Candidate should have strong problem-solving skills.","AWS, Linux, Terraform",7,1000790,4,2,4,1,2,9,3,2,0,Yes,Rarely,Delhi,Yes
3206,31,Female,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, HTML, CSS, JavaScript with 7 years of experience.","React, HTML, CSS, JavaScript","We are hiring a Frontend Developer with experience in Bootstrap, Angular, JavaScript. Candidate should have strong problem-solving skills.","Bootstrap, Angular, JavaScript",7,938188,1,2,2,3,3,8,1,1,1,Yes,Frequently,Bangalore,No
3207,26,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in C++, Python, SQL, Git with 5 years of experience.","C++, Python, SQL, Git","We are hiring a Software Engineer with experience in C++, Git, Python. Candidate should have strong problem-solving skills.","C++, Git, Python",5,855203,5,5,5,2,4,1,2,2,0,Yes,No Travel,Delhi,No
3208,32,Female,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Linux, Docker, Azure with 0 years of experience.","Terraform, Linux, Docker, Azure","We are hiring a Cloud Engineer with experience in AWS, Azure, Linux. Candidate should have strong problem-solving skills.","AWS, Azure, Linux",0,320691,4,1,1,4,1,5,1,1,0,No,No Travel,Ahmedabad,No
3209,21,Female,B.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in Docker, Python, MongoDB, Flask with 10 years of experience.","Docker, Python, MongoDB, Flask","We are hiring a Backend Developer with experience in Docker, Flask, Python. Candidate should have strong problem-solving skills.","Docker, Flask, Python",10,1265458,3,4,4,2,4,3,6,0,0,Yes,Rarely,Hyderabad,No
3210,31,Male,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, PyTorch, Python, AWS with 9 years of experience.","Deep Learning, PyTorch, Python, AWS","We are hiring a Machine Learning Engineer with experience in AWS, Python, PyTorch. Candidate should have strong problem-solving skills.","AWS, Python, PyTorch",9,1100943,1,1,5,4,5,2,1,0,1,No,Frequently,Delhi,No
3211,42,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Django, MongoDB, Docker with 1 years of experience.","Python, Django, MongoDB, Docker","We are hiring a Backend Developer with experience in Flask, Python, REST API. Candidate should have strong problem-solving skills.","Flask, Python, REST API",1,433544,2,3,1,1,4,5,2,1,0,Yes,Frequently,Hyderabad,No
3212,40,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, REST API, MongoDB, NodeJS with 8 years of experience.","React, REST API, MongoDB, NodeJS","We are hiring a Full Stack Developer with experience in NodeJS, REST API, ExpressJS. Candidate should have strong problem-solving skills.","NodeJS, REST API, ExpressJS",8,1030373,1,1,2,5,3,2,3,1,2,No,No Travel,Bangalore,No
3213,44,Male,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, Python, Pandas, NumPy with 4 years of experience.","TensorFlow, Python, Pandas, NumPy","We are hiring a Data Scientist with experience in Pandas, Machine Learning, SQL. Candidate should have strong problem-solving skills.","Pandas, Machine Learning, SQL",4,656311,1,2,5,2,3,0,1,1,0,Yes,Frequently,Hyderabad,No
3214,27,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, SQL, C++, Java with 0 years of experience.","Python, SQL, C++, Java","We are hiring a Software Engineer with experience in SQL, Python, C++. Candidate should have strong problem-solving skills.","SQL, Python, C++",0,387978,5,1,1,4,1,8,1,1,1,Yes,Frequently,Hyderabad,Yes
3215,31,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, TensorFlow, Deep Learning, AWS with 8 years of experience.","PyTorch, TensorFlow, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in PyTorch, Deep Learning, TensorFlow. Candidate should have strong problem-solving skills.","PyTorch, Deep Learning, TensorFlow",8,1026818,2,4,1,1,1,3,3,3,0,Yes,Frequently,Ahmedabad,Yes
3216,29,Male,B.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, NodeJS, REST API, ExpressJS with 1 years of experience.","React, NodeJS, REST API, ExpressJS","We are hiring a Full Stack Developer with experience in NodeJS, React, ExpressJS. Candidate should have strong problem-solving skills.","NodeJS, React, ExpressJS",1,422016,4,2,5,3,4,10,1,0,1,No,Frequently,Ahmedabad,No
3217,31,Male,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, Pandas, SQL, Python with 6 years of experience.","Machine Learning, Pandas, SQL, Python","We are hiring a Data Scientist with experience in Python, SQL, Machine Learning. Candidate should have strong problem-solving skills.","Python, SQL, Machine Learning",6,904639,5,2,2,5,4,0,2,0,2,No,Rarely,Ahmedabad,No
3218,22,Male,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, Pandas, NumPy, Python with 9 years of experience.","SQL, Pandas, NumPy, Python","We are hiring a Data Scientist with experience in Machine Learning, Python, Pandas. Candidate should have strong problem-solving skills.","Machine Learning, Python, Pandas",9,1166523,4,3,4,5,4,10,6,2,5,No,Rarely,Delhi,No
3219,44,Male,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, NumPy, TensorFlow, Python with 11 years of experience.","SQL, NumPy, TensorFlow, Python","We are hiring a Data Scientist with experience in TensorFlow, Python, NumPy. Candidate should have strong problem-solving skills.","TensorFlow, Python, NumPy",11,1259888,1,2,3,2,5,2,1,0,0,Yes,No Travel,Pune,No
3220,26,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Azure, Terraform, Docker with 9 years of experience.","AWS, Azure, Terraform, Docker","We are hiring a Cloud Engineer with experience in AWS, Terraform, Docker. Candidate should have strong problem-solving skills.","AWS, Terraform, Docker",9,1121602,1,5,5,4,3,0,2,0,1,Yes,Frequently,Mumbai,No
3221,40,Female,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, Deep Learning, AWS, PyTorch with 11 years of experience.","Python, Deep Learning, AWS, PyTorch","We are hiring a Machine Learning Engineer with experience in TensorFlow, PyTorch, Deep Learning. Candidate should have strong problem-solving skills.","TensorFlow, PyTorch, Deep Learning",11,1302189,2,1,2,5,3,4,4,1,3,No,Rarely,Mumbai,No
3222,28,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, AWS, Linux, Terraform with 6 years of experience.","Azure, AWS, Linux, Terraform","We are hiring a Cloud Engineer with experience in Docker, Azure, AWS. Candidate should have strong problem-solving skills.","Docker, Azure, AWS",6,850345,2,3,4,2,2,6,7,4,1,No,Frequently,Mumbai,No
